function,module,description,sourceStartLine,sourceEndLineApprox,callCountApprox,if,else,switch,case,for,while,catch,ternaryApprox,calledByBody
costText,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3790,3790,0,0,0,0,0,0,0,0,2,
openHouseExtensionPlanner,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3791,3791,22,3,0,0,0,1,0,0,4,clearExtensionPreview | closeModal | costText | extensionPlacement | extensionValid | nearestOwnedHouseForExtension | openModal | playerDisplayName | renderExtensionPreview | resourcesEnough | saveState | spawnHouseExtension | toast
openHouseExtensionMenu,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3792,3792,4,0,0,0,0,0,0,0,0,closeModal | costText | openHouseExtensionPlanner | openModal
createLakeExpansion,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3793,3797,10,0,0,0,0,3,0,0,0,createBoatModel | createShoreFishingLife | createSignpost | premiumBox | premiumCylinder | registerInteractable | registerPlatform | startFishing
restoreLifeExpansion,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3798,3798,3,2,0,0,0,2,0,0,0,finishCampfireCooking | spawnCampfire | spawnHouseExtension
updateLifeActivities,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3799,3804,3,8,0,0,0,2,0,0,2,finishCampfireCooking | saveState | updateShoreFishers
createLifeExpansionWorld,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3805,3805,5,0,0,0,0,0,0,0,0,applyCloudWorldObjects | createCampfireZone | createHuntingArea | createLakeExpansion | restoreLifeExpansion
buildWorld,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3806,3866,111,3,0,0,0,9,0,0,2,addHouseInterior | box | createAthleticsGym | createChest | createCooperativeMissionWorld | createCrystal | createDistrictVisuals | createEnemy | createFenceLine | createFireServiceWorld | createFlower | createGoldFoundry | createGoldMine | createHouse | createLamp | createLava | createLearningPlaza | createLifeExpansionWorld | createNPC | createNpcMobility | createPlatform | createPoliceSystem | createRoad | createRock | createRoyalCastle | createSignpost | createSizeChallenges | createSkyDome | createToyCar | createTransitWorld | createTree | createVillageWell | createWater | createWaypointMarker | decorateCityServices | playerDisplayName | reconcileWorldBuilds | registerInteractable | registerPlatform | restoreActiveAdventure | stableBox | updateBridgeVisual
collectResource,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3867,3876,12,3,0,0,0,0,0,0,11,addXP | advanceAdventure | beep | checkActiveJob | evaluateMissions | playToolAnimation | saveState | toast | trackDaily | vibrate
openChest,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3877,3883,7,2,0,0,0,0,0,0,4,addCoins | addXP | evaluateMissions | saveState | setFlag | toast
cloudHouseRecord,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3884,3884,0,0,0,0,0,0,0,0,0,
isMyCloudHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3885,3885,0,0,0,0,0,0,0,0,1,
reconcileCloudHouses,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3886,3915,29,15,1,0,0,1,0,0,14,addCoins | awardMedal | closeModal | cloudHouseRecord | confirmModal | enterHouse | isMyCloudHouse | openModal | publicPlayerName | saveState | setFlag | startRace | toast
enterHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3916,3927,11,5,1,0,0,6,0,0,3,auditPlayerMode | canEnterMobility | clearMovementInputs | rememberSafePlayerPosition | safePointNear | savePlayerPosition | setFlag | toast | updateCamera | updateContext
exitHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3928,3939,6,4,1,0,0,6,0,0,6,auditPlayerMode | clearMovementInputs | rememberSafePlayerPosition | safePointNear | savePlayerPosition | toast
openHomeChest,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3940,3949,6,2,0,0,0,0,0,0,0,openModal | playerDisplayName | saveState | toast
useActivity,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3950,3977,39,19,15,0,0,0,0,0,2,addXP | closeModal | openAvatarStudio | openEducationHub | openFireStationDesk | openHomeChest | openModal | openSafetyLesson | openShop | openTeacherJobLesson | openWorkshop | playerDisplayName | saveState | setFlag | toast | trackDaily | updateHUD
openShop,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3978,3983,7,1,0,0,0,0,0,0,0,addCoins | addXP | closeModal | openModal | saveState | toast
openWorkshop,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3984,3992,16,3,0,0,0,0,0,0,0,addCoins | addXP | closeModal | openModal | saveState | toast
friendshipTier,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3993,3993,0,0,0,0,0,0,0,0,3,
changeFriendship,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3994,3998,6,2,0,0,0,0,0,0,0,addReputation | addXP | evaluateMissions | saveState | setFlag | toast
talkToNPC,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3999,4046,49,25,18,0,0,0,0,0,8,addCoins | addReputation | changeFriendship | closeModal | completeActiveJob | friendshipTier | openHouseChallenge | openJobCenter | openModal | saveState | setFlag | startRace | toast | trackDaily | triggerEmote | updateHUD
openHouseChallenge,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4047,4053,4,1,0,0,0,0,0,0,1,closeModal | openModal | startRace | toast
openRaceCenter,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4054,4059,3,0,0,0,0,0,0,0,1,closeModal | openModal | startRace
createRaceOpponent,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4060,4062,4,0,0,0,0,0,0,0,1,box
clearRaceObjects,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4063,4067,0,1,0,0,0,1,0,0,1,
spawnRaceCoins,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4068,4073,1,0,0,0,0,1,0,0,1,cylinder
startRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4074,4084,8,4,0,0,0,0,0,0,5,createRaceOpponent | exitHouse | saveState | spawnRaceCoins | toast | updateWaypointMarker
finishRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4085,4094,14,4,1,0,0,0,0,0,3,addCoins | addReputation | addXP | awardMedal | clearRaceObjects | evaluateMissions | saveState | setFlag | toast | trackDaily | updateWaypointMarker
updateRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4095,4127,7,12,4,0,0,1,0,0,0,beep | finishRace
setMissionState,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4128,4128,0,2,0,0,0,0,0,0,0,
missionVehicleName,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4129,4129,2,0,0,0,0,0,0,0,4,serviceKindForJob | serviceMissionVehicle
missionInstructionSteps,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4130,4130,3,7,0,0,0,0,0,0,9,effectiveAvatarUniform | missionVehicleName | serviceKindForJob
missionBriefingMarkup,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4131,4131,3,0,0,0,0,0,0,0,4,activeJobProgress | missionInstructionSteps | missionVehicleName
equipJobUniform,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4132,4136,2,1,0,0,0,0,0,0,1,applyAvatarCustomization | saveState
focusActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4137,4155,33,19,8,0,0,0,0,0,5,applyAvatarCustomization | buildRoutePoints | closeModal | confirmModal | ensureActiveFire | ensureActiveTrafficIncident | exitHouse | releaseMissionServiceVehicle | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | setWaypoint | toast | updateMissionHUD | updateNavigation | updateWaypointMarker
activeJobProgress,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4156,4166,1,12,0,0,0,0,0,0,33,serviceKindForJob
openJobCenter,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4167,4175,6,0,0,0,0,0,0,0,7,activeJobProgress | equipJobUniform | missionBriefingMarkup | openModal | startJob | toast
startJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4176,4184,14,8,3,0,0,0,0,0,1,ensureActiveFire | ensureActiveTrafficIncident | equipJobUniform | exitHouse | focusActiveJob | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | toast | updateMissionHUD
completeActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4185,4198,11,9,0,0,0,0,0,0,2,applyAvatarCustomization | evaluateMissions | releaseMissionServiceVehicle | saveState | setFlag | setMissionState | toast | updateHUD | updateMissionHUD | updateWaypointMarker
checkActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4199,4206,3,4,2,0,0,0,0,0,0,completeActiveJob
restoreActiveJobRuntime,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4207,4209,6,6,0,0,0,0,0,0,1,applyAvatarCustomization | ensureActiveFire | ensureActiveTrafficIncident | reserveMissionServiceVehicle | serviceKindForJob | updateMissionHUD
updateCareerMissions,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4210,4221,24,18,9,0,0,0,0,0,25,activeJobProgress | beep | checkActiveJob | completeActiveJob | ensureActiveTrafficIncident | isDrivingServiceVehicle | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | setWaypoint | toast | updateMissionHUD | updateWaypointMarker
openTeacherJobLesson,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4222,4225,6,1,0,0,0,0,0,0,3,addXP | closeModal | completeActiveJob | openModal | toast
openFireStationDesk,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4226,4237,15,6,0,0,0,0,0,0,6,buildRoutePoints | closeModal | ensureActiveFire | equipJobUniform | exitHouse | focusActiveJob | openModal | startJob | toast | updateWaypointMarker
startDeliveryJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4238,4244,3,1,0,0,0,0,0,0,0,saveState | toast
clearServiceVehicleVisual,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4245,4248,1,2,0,0,0,0,0,0,2,disposeDetachedVisual
serviceVehicleIcon,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4249,4249,0,0,0,0,0,0,0,0,0,
applyServiceVehicleVisual,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4250,4262,20,5,2,0,0,1,0,0,0,addVoxelOutline | box | clearServiceVehicleVisual | mat | signTexture
spawnDust,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4263,4268,0,1,0,0,0,0,0,0,0,
updateFX,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4269,4278,0,1,0,0,0,1,0,0,0,
startEngineSound,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4279,4289,0,2,0,0,0,0,0,1,0,
stopEngineSound,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4290,4294,0,1,0,0,0,0,0,1,0,
updateVehicleFX,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4295,4319,9,12,2,0,0,1,0,1,3,beep | serviceVehicleIcon | spawnDust | sprintRequested | startEngineSound | stopEngineSound
mobilityDriverActive,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4320,4320,0,0,0,0,0,0,0,0,0,
updateMobilityControlLabels,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4321,4328,2,13,1,0,0,0,0,0,13,mobilityDriverActive | sprintRequested
updateVehicleControlsUI,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4329,4336,3,3,0,0,0,0,0,0,7,mobilityDriverActive | playerDisplayName | updateMobilityControlLabels
vehicleHorn,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4337,4339,5,4,0,0,0,0,0,0,8,beep | mobilityDriverActive | vibrate
enterVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4340,4347,19,6,0,0,0,0,0,0,1,applyVehicleAppearance | boardNpcPassenger | buildRoutePoints | canEnterMobility | clearMovementInputs | groundHeightAt | nearestRideCompanion | onServiceVehicleBoarded | saveState | serviceVehicleIcon | setFlag | setMissionState | startEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI | updateWaypointMarker
enterVehicleAsPassenger,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4348,4356,11,6,0,0,0,0,0,0,3,auditPlayerMode | canEnterMobility | clearMovementInputs | exitBoat | saveState | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
exitVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4357,4365,17,8,1,0,0,0,0,0,5,auditPlayerMode | clearMovementInputs | clearServiceVehicleVisual | currentVehicleRef | groundHeightAt | onServiceVehicleExited | persistParkedVehicle | releaseNpcPassenger | rememberSafePlayerPosition | safeVehicleExitPoint | saveState | stopEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
repairBridge,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4366,4382,7,2,0,0,0,0,0,0,0,addReputation | addXP | saveState | setFlag | toast
buildCostText,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4383,4383,0,0,0,0,0,0,0,0,1,
currentBuildOwnerIds,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4384,4384,0,0,0,0,0,0,0,0,3,
buildOwnedByPlayer,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4385,4385,1,0,0,0,0,0,0,0,1,currentBuildOwnerIds
buildFootprint,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4386,4389,0,0,0,0,0,0,0,0,1,
buildPlacementCandidate,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4390,4395,2,1,0,0,0,0,0,0,1,canBuildAt | groundHeightAt
canBuildAt,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4396,4406,7,7,0,0,0,0,0,0,1,buildFootprint | groundHeightAt | rectOverlap | waterAt
createBuildPreviewMesh,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4407,4418,1,7,6,0,0,3,0,0,0,sharedBoxGeometry
disposeBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4419,4421,0,1,0,0,0,0,0,0,4,
ensureBuildPanel,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4422,4426,1,1,0,0,0,0,0,0,0,endBuildMode
updateBuildPanel,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4427,4431,3,1,0,0,0,0,0,0,4,buildCostText | ensureBuildPanel | resourcesEnough
updateBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4432,4437,4,5,0,0,0,0,0,0,3,buildPlacementCandidate | createBuildPreviewMesh | disposeBuildPreview | updateBuildPanel
beginBuildMode,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4438,4441,7,2,0,0,0,0,0,0,0,disposeBuildPreview | ensureBuildPanel | toast | updateBuildPreview | updateContext | updateVehicleControlsUI
endBuildMode,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4442,4444,4,3,0,0,0,0,0,0,0,disposeBuildPreview | toast | updateContext | updateVehicleControlsUI
rotateBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4445,4445,2,1,0,0,0,0,0,0,0,updateBuildPreview | vibrate
openBuildMenu,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4446,4452,7,3,0,0,0,0,0,0,0,beginBuildMode | buildCostText | closeModal | openHouseExtensionMenu | openModal | toast
placeBuild,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4453,4463,20,5,0,0,0,2,0,1,6,addXP | buildCostText | checkActiveJob | evaluateMissions | mergeBuildCollections | normalizeBuildRecord | normalizeBuildTombstones | resourcesEnough | saveState | spawnBuild | syncCloudProgress | toast | updateBuildPanel | updateBuildPreview
spawnBuild,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4464,4476,25,9,7,0,0,2,0,0,1,addGlow | box | buildRecordSignature | groundHeightAt | normalizeBuildRecord | premiumBox | registerCollider | registerPlatform
buildRecordSignature,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4477,4477,0,0,0,0,0,0,0,0,0,
removeWorldBuildRecord,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4478,4480,0,1,0,0,0,1,0,0,2,
reconcileWorldBuilds,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4481,4494,14,5,0,0,0,2,0,0,3,applyBuildTombstones | buildOwnedByPlayer | buildRecordSignature | confirmModal | mergeBuildTombstones | normalizeBuildTombstones | removeWorldBuildRecord | saveState | spawnBuild | syncCloudProgress | toast
initThree,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4495,4503,24,1,0,0,0,1,0,0,2,applyAdaptiveRenderSettings | applyAvatarCustomization | applyQuality | buildWorld | createPlayerModel | freezeWorldFrustumCulling | initLocalMultiplayer | initMaterials | lockStableSceneVisibility | openModal | qualityTier | reconcileCloudHouses | remotePlayerEvent | resize | restoreActiveJobRuntime | restorePosition | targetDpr | toast | viewportMetrics
applyQuality,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4504,4504,1,1,0,0,0,0,0,0,0,applyAdaptiveRenderSettings
viewportMetrics,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4505,4517,0,0,0,0,0,0,0,0,10,
resize,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4518,4531,4,2,0,0,0,0,0,0,15,clearMovementInputs | syncMobilePanels | targetDpr | viewportMetrics
scheduleStableResize,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4532,4532,1,0,0,0,0,0,0,0,0,resize
ensureViewportCoherence,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4533,4536,2,1,0,0,0,0,0,0,2,resize | viewportMetrics
refreshOrientationLayout,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4537,4541,8,3,0,0,0,0,0,0,2,resize | scheduleStableResize
restorePosition,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4542,4547,3,1,0,0,0,0,0,0,3,isInsideLakeNavigable | rememberSafePlayerPosition | safePointNear
returnHome,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4548,4554,10,10,1,0,0,0,0,0,0,auditPlayerMode | busAtStop | exitBoat | exitBusAtStop | exitHouse | exitVehicle | rememberSafePlayerPosition | safePointNear | savePlayerPosition | toast
savePlayerPosition,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4555,4566,5,7,3,0,0,0,0,0,6,commitState | isInsideLakeNavigable | saveState
groundHeightAt,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4567,4569,0,2,0,0,0,1,0,0,0,
positionBlockedForPlayer,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4570,4586,3,11,0,0,0,3,0,0,1,groundHeightAt | trafficActorList | waterAt
safePointNear,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4587,4591,3,1,0,0,0,2,0,0,0,groundHeightAt | positionBlockedForPlayer
rememberSafePlayerPosition,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4592,4596,1,2,0,0,0,0,0,0,0,positionBlockedForPlayer
recoverPlayerIfInvalid,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4597,4603,3,2,0,0,0,0,0,0,0,positionBlockedForPlayer | rememberSafePlayerPosition | safePointNear
safeVehicleExitPoint,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4604,4607,1,0,0,0,0,0,0,0,0,safePointNear
vehicleHitsCollider,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4608,4616,2,5,0,0,0,2,0,0,1,currentVehicleRef | trafficActorList
registerVehicleImpact,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4617,4620,3,1,0,0,0,0,0,0,0,beep | toast | vibrate
resolveCollisions,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",4621,4636,3,9,4,0,0,1,0,0,1,playerScaleValue | registerVehicleImpact | vehicleHitsCollider
resolveMovementInput,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4637,4653,2,4,3,0,0,0,0,0,5,derivePlayerMode | normalizeControlIntent
sprintRequested,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4654,4654,0,0,0,0,0,0,0,0,0,
updateRunUI,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4655,4657,3,4,0,0,0,0,0,0,0,mobilityDriverActive | sprintRequested | updateMobilityControlLabels
clearMovementInputs,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4658,4665,1,1,0,0,0,0,0,0,0,updateRunUI
canJump,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4666,4666,0,0,0,0,0,0,0,0,0,
requestJump,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4667,4667,2,2,0,0,0,0,0,0,0,canJump | doJump
doJump,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4668,4668,4,1,0,0,0,0,0,0,0,beep | canJump | trackDaily | vibrate
updatePlayer,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4669,4703,26,20,6,0,0,0,0,0,13,animatePlayer | beep | cameraRelativeVector | canJump | checkHazards | collectNearbyCrystals | constrainBoat | doJump | groundHeightAt | recoverPlayerIfInvalid | rememberSafePlayerPosition | resolveCollisions | resolveMovementInput | resolveWaterWalking | sprintRequested | syncPlayerRootScale | trackDaily | updateBoatPanel | updateBoatPhysics | updateContext | updateVehiclePhysics | vibrate
mobilityThrottleIntent,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4704,4716,0,7,0,0,0,0,0,0,1,
updateVehiclePhysics,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4717,4731,6,7,1,0,0,0,0,0,15,exitVehicle | mobilityThrottleIntent | sprintRequested | toast | updateMobilityControlLabels
animatePlayer,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4732,4756,0,13,8,0,0,0,0,0,22,
checkHazards,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4757,4759,2,4,1,0,0,1,0,0,0,returnHome | toast
collectNearbyCrystals,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4760,4763,1,2,0,0,0,1,0,0,0,collectCrystal
npcSpeech,26-input-player-physics.js,"Entrada, corrida, pulo, física do jogador/veículo e animação",4764,4766,1,1,0,0,0,0,0,0,1,toast
nearestRideCompanion,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4767,4769,0,0,0,0,0,0,0,0,0,
nearestBoardableNpc,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4770,4772,0,0,0,0,0,0,0,0,0,
boardNpcPassenger,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4773,4775,2,3,0,0,0,0,0,0,3,saveState | toast
releaseNpcPassenger,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4776,4778,1,3,0,0,0,0,0,0,4,groundHeightAt
updateNpcSociety,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4779,4788,10,9,5,0,0,0,0,0,3,cloudHouseRecord | npcSpeech | saveState | updateHUD
updateNPCs,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4789,4825,2,11,8,0,0,2,0,0,15,snapTrafficToRoad | trafficSpeedFactor
updateEnemies,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4826,4834,5,5,0,0,0,1,0,0,4,beep | saveState | toast | vibrate
meleeAttack,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4835,4839,3,1,0,0,0,0,0,0,0,beep | damageEnemy | toast
damageEnemy,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4840,4843,5,2,0,0,0,0,0,0,2,addCoins | addXP | evaluateMissions | saveState | toast
firePower,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4844,4849,5,3,0,0,0,0,0,0,0,beep | mat | toast | vehicleHorn | vibrate
updateFireballs,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4850,4853,1,2,0,0,0,2,0,0,0,damageEnemy
updateCamera,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4854,4885,1,6,1,0,0,0,0,0,27,playerScaleValue
nearestInteractable,27-npc-enemies-combat-camera-action.js,"Sociedade NPC, inimigos, combate, câmera, contexto, ação e necessidades",4886,4903,14,14,0,0,0,1,0,0,6,boardNpcPassenger | isInteractionAvailable | nearestBoardableNpc | nearestRemotePlayer | openRemotePlayerActions | toast | updateTransitPanel | worldPos
